user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
45738,1,23,na,495.0,0,0,0,0,0,43,0,0,6,1,0,0,1,0,0,bi-weekly,0,0,0,0,sagittarius,0,0,27.0,0.9,0
45740,1,30,na,577.0,0,0,21,0,0,59,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,aries,0,0,19.0,0.63,0
45747,1,29,r,518.6,0,0,0,0,0,19,0,0,0,1,0,0,0,1,0,monthly,0,0,0,0,gemini,0,0,7.0,0.23,0
45751,1,32,na,529.0,0,0,3,0,0,5,0,0,4,1,0,0,0,1,0,semi-monthly,0,0,0,0,libra,0,0,4.0,0.13,0
45753,1,28,na,556.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,weekly,0,0,0,0,leo,1,0,2.4,0.0,0
45757,1,30,na,522.0,0,0,3,0,0,10,0,0,4,1,0,0,0,1,0,bi-weekly,0,0,0,0,aries,1,0,1.0,0.03,1
45760,0,31,na,579.2,2,0,16,2,0,19,0,0,3,1,0,0,1,1,2,weekly,0,0,0,0,aquarius,0,0,6.0,0.2,0
45764,1,34,r,574.6,0,0,7,0,0,40,0,0,2,1,0,0,0,1,2,monthly,0,0,0,0,pisces,0,0,22.0,0.73,0
45766,0,48,na,574.0,3,2,16,3,0,51,0,0,8,1,1,1,1,0,2,monthly,0,0,0,0,virgo,0,0,10.0,0.91,1
45768,0,32,r,549.8,0,0,25,0,0,25,0,0,3,1,1,1,1,0,0,monthly,0,0,0,0,gemini,0,0,14.0,0.61,0
45781,0,42,na,559.6,32,4,56,32,0,161,0,0,6,1,0,0,1,0,0,weekly,0,0,0,0,libra,1,0,32.0,1.0699999999999998,1
45783,0,45,r,537.0,0,0,0,0,1,5,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,8.0,0.27,0
45789,1,44,r,527.0,4,0,33,4,0,70,0,0,13,1,1,1,1,0,0,weekly,0,0,0,0,libra,1,0,20.0,0.67,0
45791,0,36,na,516.4,0,0,77,0,0,161,0,0,5,1,0,0,1,0,0,weekly,0,0,0,0,aquarius,0,0,51.0,1.7,0
45796,1,41,na,461.0,0,0,0,0,0,25,0,0,1,1,0,0,1,0,0,monthly,0,0,0,1,na,0,0,8.0,1.0,0
45797,0,28,na,509.0,5,0,25,5,0,40,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,15.0,0.5,0
45798,0,27,o,555.0,0,0,29,0,0,50,0,0,1,1,1,1,1,0,0,semi-monthly,0,0,0,0,leo,0,0,15.0,0.5,0
45799,1,29,r,579.2,1,0,0,1,0,27,0,0,1,1,1,1,1,0,2,bi-weekly,0,0,0,0,capricorn,1,0,13.0,0.43,0
45800,1,43,na,596.8,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,weekly,0,0,0,0,na,0,0,1.6,0.0,0
45801,0,30,r,553.0,7,2,34,7,0,72,0,0,9,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,17.0,0.85,0
45802,1,34,r,584.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,bi-weekly,0,0,0,0,capricorn,0,0,2.4,0.0,0
45803,1,23,na,525.0,0,0,4,0,0,3,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,1,pisces,0,0,2.0,0.0,0
45808,1,33,r,549.0,0,0,14,0,0,27,0,0,4,1,1,1,1,0,0,bi-weekly,0,0,0,0,pisces,0,0,7.0,0.23,0
45810,1,27,r,499.0,0,0,28,0,0,40,0,0,6,1,1,1,0,1,0,semi-monthly,0,0,0,0,scorpio,0,0,12.0,0.86,0
45811,0,22,na,557.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,weekly,0,0,0,0,virgo,0,0,1.8,0.0,0
45813,0,27,r,700.0,0,0,99,0,0,235,0,0,28,1,0,0,0,1,0,monthly,0,0,0,0,scorpio,0,0,61.0,2.03,0
45819,0,30,r,565.0,4,0,65,4,0,178,0,0,9,1,0,0,1,0,0,bi-weekly,0,0,0,0,gemini,0,0,41.0,1.37,1
45821,1,27,r,552.8,0,0,0,0,1,208,0,0,7,1,0,0,0,1,0,na,0,0,0,0,cancer,0,0,64.4,0.0,0
45823,0,31,na,574.0,0,0,22,0,0,31,0,0,3,1,1,1,0,1,2,monthly,0,0,0,0,taurus,1,0,22.0,0.73,0
45827,0,27,na,563.6,5,1,65,5,0,146,0,0,2,1,0,0,0,1,0,na,0,0,0,0,cancer,0,0,30.0,1.0,0
45829,1,34,na,551.8,0,0,13,0,0,38,0,0,1,1,1,1,0,1,0,weekly,0,0,0,0,na,0,0,8.0,0.53,0
45831,1,19,na,674.0,0,0,16,0,0,14,0,0,1,1,1,1,0,1,2,bi-weekly,0,0,0,0,leo,1,0,3.0,1.5,0
45835,0,27,r,533.0,0,0,92,0,0,190,0,0,26,1,1,1,0,1,2,semi-monthly,0,0,0,0,virgo,0,0,46.0,1.53,1
45837,0,27,r,706.0,1,0,78,1,0,220,0,0,17,1,0,0,1,0,0,semi-monthly,0,0,0,0,gemini,1,0,51.0,1.7,0
45838,1,32,na,521.0,2,0,33,1,0,151,0,0,21,1,1,1,0,1,2,bi-weekly,0,0,0,0,taurus,0,0,48.0,1.6,0
45839,0,27,na,511.0,2,2,13,2,0,21,0,0,2,1,1,1,1,0,0,bi-weekly,0,0,0,0,virgo,0,0,10.0,0.33,0
45840,1,24,na,541.0,0,0,0,0,0,152,6,0,8,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,0,0,48.0,1.6,0
45842,1,30,r,515.0,0,0,0,0,0,150,0,0,12,1,1,1,1,0,0,bi-weekly,0,0,0,0,scorpio,0,0,55.0,1.83,0
45843,0,30,na,548.0,1,0,9,1,0,12,0,0,2,1,1,1,1,0,0,bi-weekly,0,0,0,0,virgo,0,0,5.0,0.23,1
45850,0,36,r,517.0,32,0,127,32,0,206,0,0,8,1,0,0,1,0,0,na,0,0,0,0,virgo,0,0,54.0,1.8,1
45852,1,41,r,507.0,0,0,0,0,1,29,0,0,2,1,0,0,1,0,2,na,0,1,0,0,sagittarius,0,0,11.0,0.37,0
45861,1,34,na,521.0,6,1,4,6,0,73,0,0,9,1,1,1,1,0,0,bi-weekly,0,0,0,0,virgo,0,0,16.0,0.53,1
45872,0,32,r,562.0,0,0,30,0,0,183,0,0,4,1,0,0,1,0,0,bi-weekly,0,0,0,0,gemini,0,0,51.0,1.7,1
45875,1,29,r,613.0,1,1,21,1,0,52,0,0,3,1,0,0,1,0,2,na,0,0,0,0,virgo,0,0,21.0,0.7,0
45876,0,29,r,551.0,0,0,0,0,0,13,0,0,0,1,0,0,1,0,2,bi-weekly,0,0,0,0,taurus,0,0,16.0,0.53,0
45877,0,25,na,520.0,0,0,37,0,0,66,0,0,3,1,0,0,0,1,0,semi-monthly,0,0,0,0,scorpio,0,0,19.0,0.86,0
45878,0,30,na,468.0,0,0,26,0,0,62,0,0,10,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,1,0,10.0,0.33,1
45882,1,33,na,517.0,0,0,0,0,0,14,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,1.0,0.03,0
45884,0,25,r,535.0,3,0,74,3,0,174,0,0,6,1,0,0,0,1,0,bi-weekly,0,0,0,0,aries,0,0,47.0,1.5699999999999998,1
45888,0,39,na,590.0,0,0,23,0,0,164,0,0,2,1,0,0,0,1,2,na,0,0,0,0,gemini,0,0,43.0,1.4300000000000002,0
45894,1,34,na,517.2,0,0,12,0,0,20,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,libra,0,0,11.0,0.37,0
45896,1,44,r,586.0,0,0,0,0,1,130,0,1,14,1,1,1,1,1,2,semi-monthly,0,0,1,0,scorpio,0,0,51.0,1.7,0
45903,0,41,o,530.0,17,0,18,16,0,70,0,0,4,1,1,1,1,0,0,semi-monthly,0,0,0,0,pisces,0,0,18.0,0.72,1
45905,0,20,na,509.0,0,0,2,0,0,5,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,1.0,0.03,0
45909,0,28,r,560.8,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,semi-monthly,0,0,0,0,capricorn,0,0,15.0,0.5,1
45911,1,27,r,674.0,31,1,69,29,0,243,0,0,22,1,1,1,1,0,0,monthly,0,0,0,0,aries,0,0,60.0,2.0,1
45913,0,51,na,591.0,4,1,9,4,0,24,0,0,6,1,1,1,1,0,0,weekly,0,0,0,0,sagittarius,0,0,5.0,0.71,0
45915,1,29,na,553.0,6,0,19,6,0,48,0,0,7,1,1,1,0,1,0,bi-weekly,0,0,0,0,cancer,1,0,13.0,0.43,0
45926,0,40,na,449.0,0,0,0,0,0,64,0,0,2,1,0,0,1,0,0,weekly,0,0,0,0,na,0,0,32.0,1.0699999999999998,0
45927,0,30,na,558.8,0,0,0,0,0,10,0,0,0,1,0,0,1,0,2,bi-weekly,0,0,0,0,aquarius,0,0,7.0,0.23,1
45929,0,50,r,582.0,3,0,165,3,0,293,0,0,20,1,1,1,0,1,3,semi-monthly,0,0,0,0,virgo,1,0,67.0,2.23,0
45934,1,49,na,578.0,0,0,0,0,1,212,0,0,18,1,1,1,0,1,2,na,0,0,0,0,libra,0,0,66.0,2.2,0
45935,0,24,o,525.8,3,0,6,3,0,5,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,pisces,1,0,3.0,0.1,0
45936,0,29,r,555.0,1,0,10,1,0,14,0,0,2,1,0,0,0,1,0,bi-weekly,0,0,0,0,libra,0,0,6.0,0.2,0
45937,1,25,o,565.0,11,3,77,10,0,192,0,0,9,1,1,1,0,1,4,bi-weekly,0,0,0,0,sagittarius,1,0,48.0,1.6,0
45939,1,34,na,551.0,0,0,0,0,0,103,0,0,2,1,0,0,1,0,0,semi-monthly,0,0,0,0,pisces,0,0,31.0,1.03,0
45943,0,52,r,550.0,4,1,12,4,0,20,0,0,4,1,1,1,1,0,0,na,0,0,0,0,scorpio,0,0,5.0,0.1699999999999999,0
45945,0,30,r,481.0,0,0,17,0,0,177,0,0,4,1,0,0,1,0,0,weekly,0,0,0,0,taurus,0,0,44.0,1.47,1
45948,0,21,r,554.0,0,0,24,0,0,34,0,0,0,1,0,0,1,0,0,na,0,0,0,0,scorpio,0,0,14.0,0.52,0
45952,0,25,na,562.0,2,0,31,2,0,56,0,0,4,1,0,0,1,0,0,bi-weekly,0,0,0,0,scorpio,1,0,10.0,0.33,0
45953,1,20,na,572.2,0,0,10,0,0,36,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,aquarius,1,0,15.0,0.5,0
45962,0,40,na,459.0,0,0,133,0,0,266,0,0,4,1,0,0,0,1,3,na,0,0,0,0,taurus,0,0,51.0,1.7,0
45963,1,29,r,511.0,0,0,0,0,0,258,0,0,3,1,1,1,0,1,0,weekly,0,0,1,0,taurus,0,0,55.0,1.83,0
45965,1,24,r,515.0,1,1,17,1,0,74,0,0,2,1,1,1,1,0,0,bi-weekly,0,0,0,0,na,0,0,27.0,0.9,0
45968,0,19,na,508.0,2,0,4,2,0,6,0,0,2,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,0,0,3.0,0.1,0
45970,1,36,na,593.0,0,0,0,0,0,110,0,0,7,1,1,1,0,1,0,na,0,0,0,0,pisces,0,0,24.0,0.8,0
45971,0,33,na,550.0,13,0,22,13,0,60,0,0,14,1,1,1,0,1,0,bi-weekly,0,0,0,0,aries,0,0,16.0,0.94,1
45979,1,32,na,592.0,0,0,12,0,0,1,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,cancer,1,0,4.0,0.13,1
45981,0,31,na,517.8,0,0,13,0,0,15,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,scorpio,1,0,8.0,0.27,0
45982,1,30,r,604.0,0,0,0,0,0,58,0,0,0,1,1,1,0,1,2,semi-monthly,0,0,0,0,aquarius,1,1,20.0,0.67,0
45987,0,29,na,524.8,0,0,10,0,0,6,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,7.0,0.5,1
45988,0,23,na,538.6,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,cancer,0,0,2.0,0.0,0
45989,1,33,r,545.0,24,0,56,24,0,87,0,0,3,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,38.0,1.27,1
45990,0,29,r,513.4,0,0,4,0,0,16,0,0,5,1,0,0,1,0,0,weekly,0,0,0,0,na,1,0,2.0,0.0699999999999999,1
45996,0,31,r,515.0,52,11,118,51,0,300,0,0,59,1,1,1,1,0,2,weekly,0,0,0,0,virgo,0,0,67.0,2.23,1
45999,0,27,na,514.2,0,0,0,0,0,155,0,0,9,1,1,1,1,0,0,bi-weekly,0,0,0,0,sagittarius,0,0,58.0,1.93,0
46000,0,45,na,588.0,0,0,77,0,0,194,0,0,0,1,1,1,0,1,0,weekly,0,0,0,0,virgo,0,0,41.0,1.37,0
46002,0,28,r,648.0,7,1,63,7,0,131,0,0,6,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,36.0,1.2,0
46003,1,37,r,519.0,0,0,0,0,0,130,0,0,10,1,1,1,0,1,0,weekly,0,0,0,0,taurus,0,0,38.0,1.27,1
46006,0,41,r,575.0,0,0,0,0,2,268,0,0,75,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,68.0,2.27,1
46015,0,47,o,460.0,0,0,0,0,0,31,0,0,6,1,0,0,0,1,0,semi-monthly,0,0,0,0,taurus,0,0,26.0,0.87,0
46017,1,43,r,640.0,0,0,0,0,1,175,0,0,31,1,1,1,1,0,0,semi-monthly,0,0,0,0,taurus,0,0,60.0,2.0,0
46018,1,27,na,467.0,4,0,0,4,0,5,0,0,0,1,1,1,0,1,2,weekly,0,0,0,0,sagittarius,1,0,7.0,0.23,0
46021,0,23,o,482.0,13,7,70,13,0,186,0,0,20,1,1,1,0,1,2,monthly,0,0,0,0,gemini,1,0,54.0,1.8,0
46022,1,21,r,498.0,0,0,27,0,0,34,0,0,3,1,0,0,0,1,0,weekly,0,0,0,0,scorpio,0,0,12.0,0.4,1
46023,0,25,na,572.0,0,0,2,0,0,21,0,0,5,1,0,0,1,0,2,na,0,0,0,0,gemini,0,0,1.0,0.03,1
46024,0,26,r,630.0,0,0,6,0,0,135,0,0,15,1,0,0,1,0,0,weekly,0,0,0,0,gemini,0,0,44.0,1.47,1
46027,0,45,r,566.0,0,0,0,0,0,145,0,0,4,1,0,0,1,0,0,bi-weekly,0,0,0,0,cancer,0,0,46.0,1.53,1
46030,0,25,na,541.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,leo,0,0,1.0,0.0,0
46035,1,26,na,521.6,0,0,1,0,0,60,0,0,4,1,0,0,0,1,2,bi-weekly,0,0,0,0,virgo,0,0,25.0,0.83,0
46036,0,48,r,557.8,55,1,77,55,0,189,0,0,4,1,1,1,0,1,2,bi-weekly,0,0,0,0,na,0,0,61.0,2.03,1
46040,0,33,r,646.0,6,1,61,6,0,172,0,0,9,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,1,0,45.0,1.5,1
46041,0,26,na,397.0,0,0,26,0,0,40,0,0,0,1,1,1,0,1,0,na,0,0,0,0,cancer,0,0,14.0,0.93,0
46045,1,27,r,623.0,0,0,0,0,0,12,0,0,3,1,0,0,1,0,2,bi-weekly,0,0,0,0,virgo,0,0,16.0,0.53,0
46048,1,26,na,510.0,0,0,0,0,1,14,0,0,0,1,0,0,1,0,0,bi-weekly,0,0,0,0,na,0,0,23.0,0.77,0
46052,1,26,r,506.0,1,1,12,1,0,5,0,0,0,1,0,0,0,1,2,na,0,0,0,0,cancer,0,0,2.0,0.0699999999999999,1
46059,0,27,na,451.0,3,1,5,3,0,5,0,0,2,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,3.0,0.75,0
46061,0,33,o,563.8,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,monthly,0,0,0,0,virgo,0,0,2.6,0.0,0
46062,1,50,na,581.0,0,0,0,0,1,51,2,0,12,1,1,1,0,1,0,na,0,0,0,0,pisces,0,0,19.0,0.63,0
46063,0,35,na,542.6,0,0,2,0,0,11,0,0,1,1,1,1,0,1,3,bi-weekly,0,0,0,0,capricorn,0,0,2.0,0.0699999999999999,0
46065,1,27,na,572.0,0,0,0,0,0,9,0,0,1,1,1,1,1,0,0,weekly,0,0,0,0,cancer,0,0,19.0,0.63,0
46066,1,35,na,527.0,0,0,3,0,0,5,0,0,3,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,1,0,1.8,0.0,0
46070,0,29,na,556.4,0,0,0,0,0,16,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,14.0,0.47,0
46072,1,39,r,545.0,11,0,0,10,0,250,0,0,116,1,1,1,1,0,0,na,0,0,0,0,leo,0,1,35.0,1.17,1
46076,1,37,na,503.0,0,0,0,0,0,64,0,0,2,1,1,1,0,1,0,monthly,0,0,0,0,libra,0,0,27.0,0.9,1
46077,1,26,na,517.4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,aries,0,0,2.0,0.0,0
46079,1,43,na,579.0,0,0,0,0,0,22,0,0,7,1,1,1,1,0,0,na,0,0,0,0,na,0,0,15.0,0.5,0
46083,0,21,na,572.0,3,0,13,3,0,15,0,0,8,1,1,1,1,0,0,bi-weekly,0,0,0,0,libra,0,0,4.0,0.13,1
46084,0,37,na,463.0,1,0,102,1,0,187,0,0,7,1,1,1,1,0,0,na,0,0,0,0,scorpio,0,0,42.0,1.4,0
46085,0,44,o,507.2,3,1,32,3,0,94,0,0,11,1,0,0,1,0,0,na,0,0,0,0,pisces,0,0,19.0,0.9,0
46088,0,21,na,451.0,0,0,118,0,0,150,0,0,8,1,1,1,1,0,0,weekly,0,0,0,0,aquarius,0,0,51.0,1.7,1
46090,1,45,na,381.0,0,0,14,0,0,15,0,0,2,1,0,0,1,0,0,na,0,0,0,0,gemini,0,0,10.0,0.33,0
46093,1,26,na,477.0,0,0,7,0,0,24,0,0,2,1,0,0,0,1,2,bi-weekly,0,0,0,0,na,0,0,1.0,0.03,0
46097,0,31,na,551.8,0,0,11,0,0,10,0,0,1,1,0,0,0,1,0,weekly,0,0,0,0,leo,1,0,6.0,0.0,0
46100,0,21,r,506.0,5,0,54,5,0,115,0,0,6,1,0,0,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,29.0,0.97,1
46105,0,33,r,581.4,10,1,63,10,0,129,0,0,3,1,1,1,0,1,0,na,0,0,0,0,cancer,0,0,32.0,1.0699999999999998,0
46107,0,40,na,495.4,0,0,8,0,0,8,0,0,1,1,1,1,0,1,0,na,0,0,0,0,na,0,0,4.0,0.13,0
46110,1,49,na,572.0,0,0,0,0,0,4,0,0,1,1,1,1,1,0,0,bi-weekly,0,0,0,0,virgo,0,0,3.4,0.0,0
46115,0,35,r,635.0,0,0,65,0,0,221,0,0,2,1,1,1,1,1,2,bi-weekly,0,0,0,0,pisces,0,0,45.0,1.5,0
46116,0,38,na,535.0,3,1,44,3,0,78,0,0,9,1,0,0,1,0,0,weekly,0,0,0,0,scorpio,1,0,35.0,1.17,0
46117,0,38,r,550.0,19,0,62,19,0,102,0,0,16,1,1,1,1,0,2,monthly,0,0,0,0,aquarius,0,0,28.0,0.93,1
46118,1,54,r,571.0,0,0,0,0,0,170,0,0,19,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,46.0,1.53,0
46119,1,24,na,582.0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,2,bi-weekly,0,0,0,0,leo,0,0,2.0,0.0,0
46126,0,29,o,642.0,0,0,28,0,0,182,0,0,24,1,1,1,1,0,0,bi-weekly,0,0,0,0,aries,0,0,56.0,1.87,0
46129,0,28,na,595.0,0,0,29,0,0,73,0,0,3,1,0,0,0,1,0,na,0,0,0,0,scorpio,0,0,24.0,0.8,0
46132,1,25,r,545.0,0,0,0,0,0,46,1,0,4,1,0,0,0,1,3,bi-weekly,0,0,0,0,cancer,0,0,23.0,0.77,0
46134,0,27,na,441.0,0,0,39,0,0,127,0,0,6,1,1,1,1,0,2,bi-weekly,0,0,0,0,scorpio,0,0,28.0,0.0,0
46135,1,24,na,572.0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,semi-monthly,0,0,0,0,na,0,0,2.0,0.0699999999999999,0
46138,0,23,r,575.0,27,0,46,27,0,116,0,0,9,1,1,1,1,0,0,semi-monthly,0,0,0,0,gemini,0,0,27.0,0.9,1
46140,1,29,r,544.0,39,0,33,39,0,255,0,0,14,1,1,1,0,1,0,bi-weekly,0,0,0,0,aries,0,0,60.0,2.0,1
46143,0,30,r,508.0,16,0,37,16,1,271,1,0,37,1,1,1,0,1,0,weekly,0,0,0,0,aquarius,0,0,63.0,2.1,0
46144,1,26,o,429.0,7,0,33,7,0,45,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,aquarius,0,0,15.0,0.5,1
46146,1,53,na,562.0,0,0,1,0,0,5,0,0,2,1,1,1,1,0,0,weekly,0,0,0,0,pisces,0,0,1.0,0.03,1
46149,1,28,r,521.0,0,0,0,0,0,54,0,0,4,1,0,0,0,1,0,na,0,0,0,0,libra,0,0,53.0,1.77,0
46155,1,22,na,532.0,0,0,12,0,0,30,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,leo,0,0,3.0,0.16,0
46157,1,46,r,448.0,0,0,0,0,1,145,5,2,26,1,1,1,0,1,0,na,0,0,0,0,virgo,0,0,37.0,1.23,1
46161,1,23,r,556.0,5,3,50,5,0,55,0,0,8,1,0,0,0,1,0,monthly,0,0,0,0,aquarius,0,0,23.0,0.77,1
46169,0,22,na,556.0,1,0,26,1,0,54,0,0,7,1,0,0,0,1,0,na,0,0,0,0,aries,0,0,13.0,0.5700000000000001,0
46171,1,27,r,524.0,1,0,79,1,0,203,0,0,20,1,0,0,0,1,0,bi-weekly,0,0,0,0,capricorn,0,0,49.0,1.63,0
46178,1,20,r,582.0,9,1,15,9,0,73,0,0,14,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,23.0,0.77,0
46190,0,26,na,469.0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,2.0,0.0699999999999999,0
46192,0,35,na,549.6,0,0,7,0,0,8,0,0,2,1,1,1,1,0,0,monthly,0,0,0,0,gemini,0,0,3.0,0.16,1
46193,1,29,o,512.0,3,0,16,3,0,40,0,0,11,1,1,1,1,0,3,semi-monthly,0,0,0,0,sagittarius,0,0,15.0,0.5,1
46194,0,30,na,611.0,1,0,12,1,0,28,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,leo,0,0,6.0,0.32,0
46195,0,44,na,418.0,0,0,5,0,0,6,0,0,0,1,0,0,1,0,0,na,0,0,0,0,aquarius,0,0,2.0,0.67,0
46206,0,32,na,484.4,0,0,23,0,0,52,0,0,5,1,0,0,0,1,0,na,0,0,0,0,virgo,0,0,11.0,0.38,0
46208,0,18,r,632.0,6,2,73,6,0,148,0,0,22,1,1,1,0,1,3,bi-weekly,0,0,0,0,virgo,1,0,34.0,1.13,0
46209,1,34,na,449.0,0,0,0,0,0,142,0,0,3,1,0,0,0,1,0,monthly,0,0,0,0,virgo,0,0,45.0,1.5,0
46219,1,27,r,556.0,1,1,9,1,0,16,0,0,0,1,0,0,0,1,0,na,0,0,0,0,gemini,0,0,8.0,0.27,0
46225,0,23,r,657.0,0,0,26,0,0,50,0,0,2,1,0,0,0,1,0,semi-monthly,0,0,0,0,sagittarius,0,0,14.0,0.0,0
46227,1,31,na,538.0,0,0,68,0,0,165,0,0,27,1,1,1,1,1,2,bi-weekly,0,0,0,0,aquarius,1,0,30.0,1.0,1
46228,1,28,o,582.0,0,0,0,0,0,146,0,0,2,1,1,1,0,1,0,bi-weekly,0,0,1,0,aquarius,0,0,53.0,1.77,0
46229,1,30,na,557.8,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,na,0,0,0,0,scorpio,0,0,1.0,0.0,0
46230,0,60,r,594.0,13,1,23,13,0,44,0,0,8,1,1,1,0,1,0,na,0,0,0,0,pisces,0,0,17.0,0.85,0
46233,0,23,r,460.0,1,0,4,1,0,48,0,0,0,1,0,0,0,1,0,monthly,0,0,0,0,leo,0,0,19.0,0.63,0
46234,0,23,na,575.0,0,0,8,0,0,21,0,0,7,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,6.0,0.2,0
46236,0,37,na,519.0,0,0,13,0,0,24,0,0,2,1,1,1,0,1,0,monthly,0,0,0,0,virgo,0,0,8.0,0.4,1
46238,0,26,na,526.0,0,0,24,0,0,79,0,0,3,1,0,0,0,1,0,bi-weekly,0,0,1,0,sagittarius,0,0,21.0,0.7,1
46239,0,20,r,590.2,0,0,4,0,0,14,0,0,2,1,0,0,0,1,0,weekly,0,0,0,0,aries,0,0,4.0,0.13,0
46240,1,47,na,565.4,1,0,0,1,0,5,0,0,4,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,2.0,0.0699999999999999,0
46241,0,30,na,547.4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,aries,0,0,5.0,0.1699999999999999,0
46243,0,25,r,531.4,11,1,100,11,0,184,0,0,8,1,1,1,1,0,2,weekly,0,0,0,0,scorpio,1,0,50.0,1.67,1
46244,1,64,r,603.0,53,5,39,51,0,229,0,0,16,1,1,1,1,0,0,monthly,0,0,0,0,leo,0,0,54.0,1.8,1
46247,0,17,r,634.0,12,2,44,12,0,78,0,0,9,1,0,0,0,1,0,weekly,0,1,0,0,aries,0,0,23.0,0.92,0
46249,1,37,na,399.0,3,0,14,3,0,53,0,0,0,1,0,0,1,0,0,na,0,0,0,0,leo,0,0,30.0,1.0,0
46250,1,26,r,440.0,0,0,0,0,0,35,0,0,1,1,1,1,0,1,0,weekly,0,0,0,0,libra,0,0,17.0,0.5700000000000001,1
46252,1,36,na,540.0,0,0,8,0,0,10,0,0,0,1,0,0,0,1,0,monthly,0,0,0,0,scorpio,1,0,6.0,3.0,0
46255,0,43,o,652.0,0,0,0,0,0,108,0,0,3,1,0,0,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,45.0,1.5,0
46256,1,33,na,550.0,0,0,0,0,0,144,1,0,23,1,1,1,0,1,2,semi-monthly,0,0,0,0,aries,0,0,44.0,1.47,0
46258,0,36,r,561.6,0,0,119,0,0,287,0,0,11,1,0,0,0,1,0,monthly,0,0,0,0,cancer,0,0,58.0,1.93,0
46259,0,23,na,618.0,0,0,36,0,0,82,0,0,0,1,0,0,1,0,0,weekly,0,0,0,0,capricorn,0,0,27.0,0.9,0
46260,1,23,r,488.0,0,0,0,0,0,219,0,0,9,1,0,0,0,1,3,bi-weekly,0,0,0,0,na,0,0,62.0,2.07,0
46261,1,28,r,573.0,2,1,53,2,0,148,0,0,29,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,1,0,36.0,1.2,1
46266,0,22,na,579.0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,weekly,0,0,0,1,aquarius,1,0,1.4,0.0,0
46268,0,27,r,722.0,39,6,85,38,0,250,0,0,42,1,1,1,1,0,0,bi-weekly,0,0,0,0,libra,0,0,52.0,1.73,1
